reaction_id,article_id,entity,entity_type,asian_status,reaction,reaction_reason
reaction_351,Article_20,San Francisco State University,business_entities,Not applicable,Support Asian Americans,"""When America China-bashes, then Chinese get bashed, and so do those who look Chinese. American foreign policy in Asia is American domestic policy for Asians,"" said Russell Jeung, a history professor at San Francisco State University who last year helped found Stop AAPI Hate (AAPI stands for Asian American and Pacific Islanders)."
reaction_3510,Article_62,Asian Woman in 60s,victims,Asian,Cannot be inferred,
reaction_3511,Article_62,Asian Woman (Backpack),victims,Asian,Cannot be inferred,
reaction_3512,Article_62,Undercover Officer (Asian),victims,Asian,Cannot be inferred,
reaction_3513,Article_62,Chung Seto,other_individuals,Asian,Cannot be inferred,
reaction_3514,Article_62,Seto's Parents,other_individuals,Asian,Cannot be inferred,Now shop owners in Seto's neighborhood remain concerned about staying open late and elders - including Seto's parents - will not venture outside.
reaction_3515,Article_62,Don Lee,other_individuals,Asian,Not confronting attacker/harasser or not reporting,Lee said he knew firsthand that some victims of harassment and hate crimes were no longer reporting the incidents to police because they believed nothing meaningful would be done with their case.
reaction_3516,Article_62,Stewart Loo,law_enforcement_agencies,Asian,Launching a hate-crime task force,Stewart Loo a deputy inspector who led the task force for its first 10 months of existence said the unit did not solely investigate hate crimes.
reaction_3517,Article_62,Md Ali,other_individuals,Asian,Cannot be inferred,
reaction_3518,Article_62,Asian Elders,other_individuals,Asian,Cannot be inferred,In South Brooklyn where a community senior center just reopened after closing for the pandemic Don Lee a community organizer said Asian elders have been hesitant to travel to and from its programs. and in Boston Asian American elders are learning how to defend themselves with canes.
reaction_3519,Article_62,Asian American Elders,other_individuals,Asian,Videotaping/confronting harasser/attacker,and in Boston Asian American elders are learning how to defend themselves with canes.
reaction_352,Article_20,Asian American and Pacific Islanders,community_groups,Not applicable,Support Asian Americans,"""When America China-bashes, then Chinese get bashed, and so do those who look Chinese. American foreign policy in Asia is American domestic policy for Asians,"" said Russell Jeung, a history professor at San Francisco State University who last year helped found Stop AAPI Hate (AAPI stands for Asian American and Pacific Islanders)."
reaction_3520,Article_62,Asian New Yorkers,other_individuals,Asian,Cannot be inferred,Many Asian New Yorkers say they no longer leave home without pepper spray or established buddy systems.
reaction_3521,Article_62,Asian Americans,other_individuals,Asian,Cannot be inferred,Attacks on Asian Americans have shaken cities around the country: In Los Angeles hate crimes against Asian Americans more than doubled in the past year and in Boston Asian American elders are learning how to defend themselves with canes.
reaction_3522,Article_62,Police Department,law_enforcement_agencies,Not applicable,Useless law enforcement,And the Police Department appears to have scaled back its efforts to stop them: An undercover unit intended to prevent anti-Asian attacks has not been active since May after officers faced threats of violence themselves.
reaction_3523,Article_62,hate crimes task force,law_enforcement_agencies,Not applicable,Launching a hate-crime task force,Although it has decreased the use of undercover officers the Police Department continues to maintain a hate crimes task force that specifically deals with anti-Asian incidents.
reaction_3524,Article_62,Institute for Innovation in Prosecution,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_3525,Article_62,John Jay College of Criminal Justice,government_bodies,Not applicable,Cannot be inferred,
reaction_3526,Article_62,community senior center,community_groups,Not applicable,Cannot be inferred,
reaction_3527,Article_65,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"President Trump has repeatedly described the coronavirus as the ""Chinese virus"" and, in recent weeks, as ""kung flu,"""
reaction_3528,Article_65,Andrew Cuomo,politicians,Non-Asian,Cannot be inferred,"The Ad Council, which also introduced a face mask initiative with Gov. Andrew M. Cuomo of New York this month, will roll out the new anti-harassment campaign online and on television."
reaction_3529,Article_65,Melissa King,professionals,Asian,Cannot be inferred,
reaction_353,Article_20,Community Groups,community_groups,Not applicable,Cannot be inferred,But advocates said they have collected enough anecdotal evidence through self-reporting portals set up last year by community groups to illustrate that attacks are spiking.
reaction_3530,Article_65,Alan Yang,professionals,Asian,Support Asian Americans,"""Fight the virus. Fight the bias."""
reaction_3531,Article_65,Steven Moy,professionals,Asian,Feeling hopeless or support AAPI being not enough,"""I have not seen enough of this -- we should do more."""
reaction_3532,Article_65,Tzi Ma,celebrities,Asian,Cannot be inferred,
reaction_3533,Article_65,Unknown Man,perpetrators,Non-Asian,Cannot be inferred,
reaction_3534,Article_65,firefighter,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3535,Article_65,nurse,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3536,Article_65,driver,other_individuals,Cannot be inferred,Cannot be inferred,"The spot, which debuted on Tuesday, includes testimonials from a firefighter, a nurse, a driver, an artist, the celebrity chef Melissa King and others, who describe being told to ""go back to China"" or having people spit in their direction."
reaction_3537,Article_65,artist,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3538,Article_65,interviewer,other_individuals,Asian,Cannot be inferred,
reaction_3539,Article_65,New York City Commission on Human Rights,government_bodies,Not applicable,Cannot be inferred,"A coalition of civil rights groups recorded more than 2,100 incidents in 15 weeks; the New York City Commission on Human Rights recently described a 'sharp increase in instances of hostility and harassment.'"
reaction_354,Article_21,Larry Hogan,politicians,Non-Asian,Support Asian Americans,"""Hogan thanked President Biden for condemning anti-Asian discrimination in his first prime-time address Thursday."" ""And I wish more people would be speaking out. And I appreciate the president's remarks."""
reaction_3540,Article_65,Pew Research Center,government_bodies,Not applicable,Cannot be inferred,
reaction_3541,Article_65,Advertising Council,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"The somber ad, produced by the nonprofit Advertising Council with help from the Emmy-winning writer Alan Yang, ends with a request: ""Fight the virus. Fight the bias."""
reaction_3542,Article_65,Anti-Defamation League,ngo_or_advocacy_groups,Not applicable,Cannot be inferred,
reaction_3543,Article_65,Ad Council,ngo_or_advocacy_groups,Not applicable,Support Asian Americans,"The Ad Council, which also introduced a face mask initiative with Gov. Andrew M. Cuomo of New York this month, will roll out the new anti-harassment campaign online and on television."
reaction_3544,Article_65,Wieden + Kennedy Portland,business_entities,Not applicable,Speaking up on social media,"Asiancy, an affinity group of the Wieden + Kennedy Portland ad agency, posted a video in May about the repercussions of recent anti-Asian discrimination."
reaction_3545,Article_65,IW Group,business_entities,Not applicable,Support Asian Americans,"The marketing firm IW Group recruited actors, musicians, designers and influencers to participate in the #WashTheHate campaign."
reaction_3546,Article_65,Barbarian,business_entities,Not applicable,Cannot be inferred,"Steven Moy, the chief executive of the Barbarian ad agency, said campaigns like this one were ""a good starting point."""
reaction_3547,Article_65,Netflix,business_entities,Not applicable,Cannot be inferred,
reaction_3548,Article_65,Whole Foods,business_entities,Not applicable,Cannot be inferred,
reaction_3549,Article_65,Asiancy,community_groups,Not applicable,Support Asian Americans,"Asiancy, an affinity group of the Wieden + Kennedy Portland ad agency, posted a video in May about the repercussions of recent anti-Asian discrimination."
reaction_355,Article_21,Donald Trump,politicians,Non-Asian,Politicians initiated anti-Asian hate and racism,"Former president Donald Trump often used the term ""China virus"" when referring to the coronavirus"
reaction_3550,Article_66,Paige Bellenbaum,professionals,Cannot be inferred,Cannot be inferred,
reaction_3551,Article_66,Laura Markham,professionals,Cannot be inferred,Cannot be inferred,
reaction_3552,Article_66,Ruth King,professionals,Cannot be inferred,Cannot be inferred,
reaction_3553,Article_66,Asian-Americans,victims,Asian,Cannot be inferred,
reaction_3554,Article_66,Anya Persaud,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3555,Article_66,Molly Caro May,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3556,Article_66,Nefertiti Austin,other_individuals,Non-Asian,Cannot be inferred,
reaction_3557,Article_66,Duan,other_individuals,Asian,Cannot be inferred,
reaction_3558,Article_66,Whitney Sandoval,other_individuals,Cannot be inferred,Cannot be inferred,
reaction_3559,Article_66,George Floyd,other_individuals,Non-Asian,Cannot be inferred,
reaction_356,Article_21,Joe Biden,politicians,Non-Asian,Support Asian Americans,"On Sunday, Hogan thanked President Biden for condemning anti-Asian discrimination in his first prime-time address Thursday."
